职位,薪水,经验,学历,关键词,工作地址
英语翻译（北京岗）,9000-13000元,1-3年,本科,"岗位职责：
1、工程业绩管理工作，包括业绩资料的收集、翻译整理和入库，根据不同业务需求进行资料和相关数据的统计。
2、海外工程项目投标工作，包括行政技术标书的编写，常规投标资料维护，海外投标在国内的备案，其他投标配合工作。

3、海外经营相关配合工作。

4、公司网站维护工作，包括信息和资料收集、稿件撰写、翻译和发布。

5、日常行政工作，包括公司资质维护和管理、资料翻译、与相关政府部门和行业协会的联络沟通、签证办理等其他相关事务性工作。

6、领导安排的其他工作。

任职资格：

1.英语专业，本科及以上学历，通过英语专业四级；

2.扎实的笔译能力，优良的口译能力，优秀的中文表达能力；

3.有较强的责任心、团队合作和主动服务意识，为人诚恳，严谨细心；

4.有英语系国家工作/学习经验者优先考虑；有建筑、工程类等从业经验者优先考虑；

5.熟练使用WORD,EXCEL,POWERPOINT等办公软件。","工作地点
北京海淀区四季慧谷·国家网络安全产业园-33号楼
查看地图"
英语翻译应届实习生,4000-5000元,无经验,本科,"工作内容：
1. 负责建筑项目招投标文件的中英文互译工作，确保翻译内容准确、完整，符合行业规范及项目需求；
2. 承担公司日常运营中各类信函、商务邮件、公文、合作协议等文件的翻译与校对工作；
3. 协助办理公司员工出境考察、项目驻场等相关手续，包括材料整理、流程对接、信息核对等事务；
4. 积极配合领导安排的其他临时性工作，会议纪要整理、资料归档等。​
任职要求：
1.2026届高校英语专业应届毕业生，本科及以上学历，能保证稳定的实习时长
2.具备扎实的文字功底，逻辑清晰、表达流畅，能精准把握中英文语境差异；
3.英语专业基础扎实，书面翻译精准高效，口头表达流利自然，可应对日常商务沟通及文件翻译需求，持有英语专业四级、CET-6证书者优先考虑及第二外语工作语言是法语、俄语者优先考虑；​
4.拥有良好的沟通协调能力与团队协作意识，积极主动、责任心强，能快速适应工作节奏；
5.对建筑行业有一定兴趣，愿意主动学习建筑领域相关专业术语及业务知识，具备建筑工程专业知识基础者优先考虑。​
薪资福利：
1. 实习薪资：3500-4500元/月，根据实习表现可适当发放绩效补贴；
2. 福利保障：提供住宿、餐补、通讯补贴及其它正式员工福利，定期组织团队建设活动；
3. 成长机会：配备专属指导老师，全程指导工作开展，提供系统的行业知识及业务技能培训；
4.留用通道：实习期间表现优秀者，毕业可直接获得正式入职资格，享受公司正式员工福利待遇（五险一金、年终奖金、带薪年假、职业晋升通道等）。","工作地点
济南历城区鲍山大街浩岳财富中心
查看地图"
英语翻译,7000-10000元,3-5年,本科,"岗位内容：
1. 负责公司有关资料的英语翻译工作，如邮件、文档、合同、技术说明等。
2. 协助相关部门进行与国外的英语邮件沟通。
3. 参与英语会议、谈判的口译和笔译工作。
任职要求：
1. 熟练掌握英语听说读写能力，具备良好的英语表达能力和翻译能力。
2. 能承受较大的工作压力，具备一定的英语翻译经验，熟悉使用常用办公软件和翻译工具。
3. 具备优秀的团队协作能力和沟通能力，思维敏捷，逻辑清晰。","工作地点
宣化区舒茨曼汽车座椅制造(张家口)有限公司
查看地图"
英语翻译,4000-8000元,1-3年,本科,"1.精通英语
2.工作认真负责，执行力强
3.负责日常客户资料的翻译工作
4.负责传达，沟通我司与客户的开发要求
5.培养方向：项目经理、质量工程师、系统工程师、配置管理工程师
职位福利：年终分红、包吃、免费班车、每年多次调薪、五险一金","工作地点
黑龙江省哈尔滨市香坊区华茂大道11号双创服务平台办公楼二期四楼人事412
查看地图"
英语翻译（驻非洲埃塞）,1.1-1.2万,经验不限,大专,"上班地点（常驻）：非洲埃塞俄比亚东方工业园或埃塞首都（具体根据情况安排）
一、要求：
1、大专以上学历，能熟练地应用英语，英语口语熟练，英语四级以上，有相关办公室助理、销售、采购工作经验者优先。
2、因国外生活环境比较简单枯燥，需能适应长期在国外工作，拥有吃苦耐劳的精神。至少签订三年的劳动合同期限。
二、工作内容：
行政翻译（厂长助理）：主要从事与当地政府办事机构、厂区内外籍人员的沟通交流以及一些行政通知文本的书写及发布。对外事务（采购、销售）：主要是在当地进行相应物资的采购以及公司产品的销售。具体岗位将根据公司需要进行调配。
三、福利待遇：
1、第一年年薪15万元，以后逐年递增，表现突出者增幅较大，工资发放美金，发放至国内个人银行卡。
2、每年可带薪休假回国一次，休息半个月，公司提供食宿及来回机票。国内（苏州）办理社会保险（养老，医疗，失业，生育，工伤）。
四、面试地点：
江苏省苏州市张家港市金港镇香山路122号（其元集团内）
五、联系人：唐先生 ，方式：0 5 1 2 -5 8 3 7 1 6 3 0
有意向的应聘者请可将简历发至Q Q 2 2 7 6 5 3 6 5邮箱内。
埃塞俄比亚东方工业园网址http://www.e-eiz.com/
职位福利：包吃、包住","工作地点
杭州拱墅区非洲埃塞俄比亚东方工业园
查看地图"
英语翻译（外贸方向）,4000-5000元,经验不限,本科,"公司：门类外贸供应链平台（集门类生产、外贸批发于一体，业务覆盖多国家/地区）
核心职责
•完成日常回复客户询盘，做好客户筛选和背调工作，为后续业务开展奠定基础；
•负责与国外客户进行面对面沟通，精准传递双方需求，保障商务洽谈高效顺畅；
•陪同国外客户参观公司生产车间、产品展厅等场所，实时提供专业现场翻译服务，协助客户全面了解公司生产实力及产品详情；
•承担客户接待相关工作，包括商务宴请、行程安排等，维护良好客户关系，树立公司专业形象；
•负责外贸业务相关文档的翻译工作，涵盖报价文档、销售合同、形式发票（PI）等，确保翻译内容准确无误、严谨规范；
•协助外贸销售团队完成其他商务沟通及翻译支持工作。
任职要求
•英语专业或相关语种专业，具备扎实的英语听说读写能力，口语流利自然，可无障碍进行面对面商务沟通及现场翻译；
•性格外向开朗，具备较强的沟通表达能力，不怯场，能快速适应商务场合交流需求；
•持有有效驾驶证，具备独立驾驶能力，能配合客户接待及业务开展需求；
•有外贸行业相关工作经验者优先考虑，熟悉外贸流程及相关文档者尤佳；
•具备良好的职业素养和责任心，工作细致严谨，能承受一定工作压力；
•不接受应届生及实习生投递，需具备全职工作经验。
四、薪资福利
•薪资：4500-5000元/月（根据工作经验及能力面议）；
•福利：五险、节日福利、带薪年假、定期团建、餐补交通补、年终奖金；
•发展：完善的培训体系，清晰的职业晋升路径，与公司共同成长。","工作地点
南宁西乡塘区广西门多全信息科技有限公司10号楼1102
查看地图"
英语翻译/留学文案,6000-9000元,1-3年,本科,"职位描述：
1、按照客户的相关背景，为其进行留学文书制作（包括个人简历、推荐信、个人陈述等撰写）；
2、协助留学顾问为客户选择学校专业，跟进客户的申请进度，解答过程疑问；
3、帮助客户进行学校网申、辅助签证办理及后期事项；
4、协助公司完成其他翻译性质的文书材料；
5、部门经理安排的其他事项
岗位要求：
1、英语本科学历或以上，英语TEM-8或雅思7分以上水平；
2、热爱文书工作，中英文写作能力佳；
3、具备较强的学习能力，能够迅速掌握与公司业务有关的各种知识；
4、良好的沟通能力和服务意识；
5、有责任感，耐心细致
职位福利：五险一金、带薪年假、定期体检、节日福利、绩效奖金","工作地点
深圳市福田区福华一路138号深圳国际商会大厦A座1412
查看地图"
外派英语翻译,8000-12000元·13薪,建新,3-5年,"岗位职责:
1.负责海外公司的业务翻译;
2.后勤保障工作;

任职要求：
1. 英语、国际贸易等相关专业，本科及以上学历，熟练掌握英语听说读写能力。
2. 接受外派海外。
3. 有良好的团队协作能力。
4.有驻外经验尤佳。","工作地点
福建省福州市仓山区金洲北路金洲北路15号
查看地图"
英语翻译（留学文书_周末双休_14薪_有培训）,8000-12000元·14薪,无经验,本科,"【公司介绍】
指南者留学成立于2012年，是一家专注于海外名校研究生申请的留学咨询机构。成立十三年来，着力打造三对一（申请主导师、文书导师、外籍导师）的留学申请服务及竞赛、实习、科研等背景提升产品。公司全职人员规模300+，2024全年营业收入破1亿。
【岗位职责】
1、根据学生背景，线上沟通指导学生提供个人经历素材；
2、撰写及润色留学申请英文材料（包括个人陈述/推荐信/简历）；
3、协助更新文理工商各大热门专业的文书素材库。
【任职要求】
1、英语专业毕业生，或非英语专业拥有优秀英语读写能力的人士；
2、发挥你的脑洞，有写作热情，愿意在全新领域中充实自己的素养；
3、拥有多任务处理能力、沟通能力和团队合作精神，热爱教学相关工作。
【薪资福利】
1、极具有竞争力的薪酬体系：包括基础薪资、补贴、绩效、年终奖等；
2、多元化成长环境：1V1带教培养体系、在职个人提升计划、全方位信息化系统；
3、良好的职业发展双通道：一年两次晋升机会，专业序列、管理序列双晋升通道；
4、齐全的福利体系：包括完善的五险一金、节日福利、餐费补贴、定期体检等；
5、丰富多彩的员工活动：员工聚餐、节日晚会、优秀员工表彰活动等。","工作地点
常州天宁区指南者留学关河东路66号九州环宇大厦C座4层
查看地图"
英语翻译,7000-12000元·13薪,经验不限,本科,"英语类客户销售代表；
英语听说写熟练；
英文资料翻译，英文资料收集汇总；
英文商务谈判翻译；
海外展会组织安排；
进出口业务操作；
新项目推进跟踪；
本科以上学历；
英语专业八级
职位福利：五险一金、绩效奖金、年终分红、餐补、带薪年假、员工旅游、出国游","工作地点
南通崇川区中南高科车创智慧产业园24栋
查看地图"
驻外英语翻译,1.5-1.8万,3-5年,大专,"职责描述：
1.日常口译：协助我方工程师或项目经理与外方进行良好沟通，包括（但不仅限于此）节点工作的验收，周例会，月例会，设计联络会，设备安装调试等工作期间的陪同翻译；
2.书面翻译：包括（但不仅限于此）日常与外方的各种信函、备忘录、技术说明书以及提交报验资料的翻译工作等；
3.协助属地物资采购及属地用工管理工作；
4.负责项目所在国家及地区的公司及其他行政类注册事宜；
5.开展项目人员招聘与行政管理相关工作；
6.上级领导分配的其它工作。
任职要求：
1、专科及以上学历，具备5年以上相关工作经验，有沙特、卡塔尔、科威特、阿联酋等国相关工作经验及参与建筑行业翻译经验者优先考虑；
2、具备良好的沟通协调能力、团队协作能力、抗压及执行能力；
3、持有有效机动车驾驶证，具备熟练驾驶能力，可满足外勤工作需求。","工作地点
青岛市市北区福州北路169-22号网点
查看地图"
英语翻译（兼职）,5000-10000元,七里庄,3-5年,"1、主要负责展会或接待国外客户时现场英语口译；

2、文稿类翻译、校对。","工作地点
丰台区北京科跃中楷生物技术有限公司
查看地图"
英语翻译（武汉国企）,8000-9000元,3-5年,本科,"大型船舶国企招聘英语翻译2名
1.派驻时间：2025年12月-2026年12月（可续签）
2.派驻人数：2人
3.任职资格：本科或以上学历，英语好，有语言资格证书，有船舶机械翻译经验优先，武汉本地翻译优先，外地需自行解决住宿问题。
4.工作职责：
负责船舶制造原理的培训翻译，生产现场的沟通交流，相关文档的记录工作等。
工作时间：周一至周五，每天8小时。
工作地点:武汉新洲
食宿：厂区对面民房租金400-800/月不等，厂区有食堂，餐补12元/工作日。
适应期合格且工作满1个月可以报销外地来汉火车费。","工作地点
黄州区黄冈师范学院
查看地图"
英语翻译,4000-8000元,经验不限,本科,"工作内容：
1、涉外专利文件翻译；
2、涉外商务信函起草与沟通；
3、法律文件翻译。
岗位要求：
1.英语专业，专八或笔译3；
2.在保定工作，能够长期稳定。
薪酬待遇：
1、岗位工资+提成，每月15日准时发放工资；
2、岗位工资根据年限和绩效提升。
公司福利：
1、五险一金:员工社保、失业、工伤、养老、生育以及住房公积金；
2、双休，法休，不加班。
福利待遇：
1、工作时间：每天7.5小时，冬季（8:30-12:00,1:00-5:00），
夏季（8:30-12:00,1:15-5:30）周末双休，法定节假日全休
2、年底分红+节日福利+五险一金+生日假期。
3、部门氛围很好，轻松，领导很亲和，有多语种翻译可以互相学习语言哦~","工作地点
保定竞秀区盛泰中国-t2座2103室
查看地图"
英语翻译,7000-10000元,经验不限,本科,岗位职责：  1. 负责公司的翻译工作，包括文件翻译和口译以及其他涉外工作；  2. 完成领导安排的其他工作  任职要求：  1. 本科及以上学历，英语、国际贸易或电力相关专业均可，有国外工作经历或出国留学经历优先；  2. 熟练使用office办公软件，能够高效完成文书工作；  3. 工作认真，具有一定的抗压能力；  4. 可接受出差（非长期出差）,"工作地点
烟台福山区华迅新能源技术有限公司长江路79号
查看地图"
英语翻译（埃塞俄比亚）,1.4-1.7万,经验不限,本科,"岗位职责：（人力行政方向）1.负责项目执行中合同、技术文件、来往信函等相关笔译工作；2.负责项目执行中与各相关方沟通的现场翻译工作；3.负责日常人力行政等相关事务性工作；职位要求：  1.英语专业，本科及以上学历，通过英语专业四级；  2.扎实的笔译能力，优良的口译能力，优秀的中文表达能力；  3.对工作强大的责任心，优秀的职业素养和良好的团队合作精神；  4.熟练使用WORD,EXCEL,POWERPOINT等办公软件；  5.身体健康，能够接受长期驻外工作。  职位福利：五险一金、包吃包住、定期体检、节日福利 、通讯补助 ，工龄补助等","工作地点
西安长安区韦曲街道航天基地神舟四路336号
查看地图"
英语翻译,1.5-2万,1-3年,大专,1、负责公司商务会谈、公司重要活动的现场口译及相关资料的笔译整理；  2、协助总经理、车间主管做好日常员工管理工作及跟进协调；  3、外联沟通及销售，维护政府等相关部门以及公司代理商的关系;  4、采购、购买机票、组织活动等；  5、领导安排的其他事务。  任职要求：  大专及以上学历，优秀的中英互译技能，能独立完成会议口译及笔译任务，良好的口头和书面表达能力，良好的沟通协调和组织能力。一年以上合资企业或大型跨国公司工作经验者优先。能接受长期出差。职位福利：绩效奖金、加班补助、包吃、包住、定期体检、带薪年假,"工作地点
金水区郑州市东风路中关大厦1F102
查看地图"
英语翻译（伊朗）,1-2万,3-5年,大专,职位描述 1. 承担日常所需的外文资料翻译及技术资料翻译的口译和笔译工作； 2..协助项目执行、协调公司工作与国外客户沟通。 3.制作客户所需要资料和文件。 4.领导布置的其他工作。,"工作地点
烟台市福山区福州路与湘福路交叉路口往西南约290米
查看地图"
英语翻译,6000-8000元·13薪,经验不限,本科,"岗位职责：
1. 公司日常客户英语资料的翻译，对相关中英文资料进行整理并归档保存；
2. 各种技术资料的中外文互译，协助其他部门完成所需的中英文互译工作；
3. 国外客户、技术工程师等的沟通交流及公司高层技术人员与外商谈判翻译工作；4. 国外客户来公司的培训或会务的翻译，做好记录并整理存档；
5. 公司员工的英语普及学习工作；
6. 国内外关系客户日常维护工作，包括对客户的询价、报价、问题咨询答复及其他相关问题的处理。
7. 隶属于销售部，负责一定的商务工作。
任职要求：
1. 英语、电气自动化、电力电子、国际贸易专业等相关专业本科及以上学历。
2. 英语口语流利,能够直接与客户进行英语交流；
3.有一定工程技术背景，熟悉工程类、自动化类专业英语流利者优先考虑。

职位福利：五险一金、交通补助、餐补、通讯补助、带薪年假、补充医疗保险、员工旅游、节日福利","工作地点
雁塔区海尔海斯(西安)控制技术有限公司-北门
查看地图"
英语翻译（总经理助理）,4000-6000元,定王台,经验不限,"总经理助理
岗位职责：
1、协助领导负责营销工作；
2、负责协调各种内部、外部资源；
3、客户回访，了解客户需求，以提高客户满意，促成客户二次开发；
4、完成上级领导分配的其他日常任务。
岗位要求：
男女不限，应届毕业生，需要有驾照，有英语特长优先； 具有良好的人际交往能力和语言表达能力，组织协调能力和团队协作能力。
薪资待遇：
底薪4000-6000，具体薪资结构及待遇面议，有餐补，不包住，有空调，节假日福利，生日福利，社保，单休
工作地址：芙蓉区世茂环球金融中心1912-1914房","工作地点
长沙市-芙蓉区-五一大道与建湘路交叉口
查看地图"
英语翻译质量把控-实习岗,140-160元/天,,本科,"【该岗位目前只面向2026-2027年应届毕业生】
【工作内容：】负责英语及多语言翻译项目质量相关的：
控制工作：包括源文件分析，翻译 Instruction准备，翻译文件检查，语言资产维护等
协调工作：在项目进程中给译者提供相关支持，主动预见潜在质量风险并采取相关措施，勤于思考并提供解决方案
沟通工作：能在客户、内部生产团队和译员之间进行有效沟通，保证项目按照计划顺利进行
【任职要求】（具备以下任意两点）：
· 大学本科及以上学历，通过CET-6，具有良好的中英文听说读写能力
· 掌握一门以上的外语，例如日语、韩语、泰语、阿拉伯语、俄语、西班牙语、法语、德语、丹麦语、荷兰语、葡萄牙语等等
· 掌握本地化翻译工具的使用，例如Trados等
· 能够快速掌握计算机工具的使用，对各类办公软件、工具、平台有一定程度的掌握或者强烈兴趣者优先
· 熟练掌握本地化翻译规则
· 具备极强的时间管理能力，耐心细致，有责任心
Ø 实习期福利：
· 完善的入职培训和系统的业务、管理及语言培训
· 弹性工作时间，双休，法定节假日
Ø 转正后福利：
· 公平公开的晋升机制
· 外派出国工作、培训机会
· 有竞争力的薪酬体系
· 五险一金
· 弹性工作时间，双休，法定节假日及14-22天额外带薪年假
· 工作之余寓教于乐的文体活动
· 无微不至的员工关怀：午餐补助、档案户口、员工补充医疗保险、配偶或子女医疗、意外险、健康体检、传统节日福利、团队活动、新生儿大礼包、哺乳室、下午茶、咖啡等。","工作地点
山东省济南市高新区齐鲁软件园B座4层411
查看地图"
英语翻译,1-2万,经验不限,本科,"岗位职责：
1. 笔译工作：负责日常文件的翻译，确保译文准确无误、表述流畅；
2. 口译工作：负责会议、电话沟通、现场交流等场景，要求翻译精准高效、流畅自然，保障沟通全程顺畅。
任职要求
1. 学历背景：本科及以上学历，英语专业，应届毕业生优先考虑；
2.年龄：30周岁及以下；
3. 语言能力：具备出色的英语听、说、读、写综合能力，能熟练应对各类双语沟通场景；
4. 资质要求：持有英语专业八级（TEM-8）证书，CATTI 二级及以上；
5. 职业素养：形象气质良好，具备严谨负责的工作态度、良好的沟通协调能力及职业素养。
特别优秀者薪资面议！","工作地点
北京朝阳区世通国际大厦
查看地图"
英语翻译秘书,6000-10000元,1-3年,大专,"【工作内容】
- 负责公司日常文件、邮件及会议资料的中英文互译工作；
- 协助部门完成外事接待、商务沟通等涉外事务的翻译支持；
- 整理和归档各类翻译资料，确保信息准确无误；
- 配合团队完成跨语言沟通任务，提升内外部协作效率。
【任职要求】
- 大专及以上学历，英语或相关专业优先；
- 具备良好的中英文表达能力，能准确理解并翻译专业内容；
- 有较强的学习能力和责任心，能够适应多任务工作环境；
- 不限工作经验，有相关实习或翻译经验者优先考虑。","工作地点
白云区广州黛柏睿家具制造有限公司凤翔南路9号
查看地图"
英语翻译,6000-10000元,经验不限,大专,"岗位职责：
1、负责国外客户技术服务的翻译工作；
2、为国外客户提供现场的技术培训；
3、负责解答国外客户提出的各种技术问题；
4、对产品使用中存在的问题进行反馈
5、协助设备安装、调试。
任职要求：
1、英语口语沟通无障碍，英语或机械 自动化等相关专业，大专以上学历；
2、有很好的沟通和表达能力；
3、吃苦耐劳、善于学习、责任心强；
4、能适应出国出差；
5、个人征信良好、无不良贷款记录，可以办理出国手续。
薪资待遇：

基本工资+月绩效奖金+项目奖金+出国补贴+年终奖金

公司提供：五险一金、交通补助、免费午餐、短途班车、团建活动、节日福利

工作时间：早8：30晚17：30，周末双休，法定假日，带薪年假","工作地点
辽宁省大连市甘井子区姚北路25-18
查看地图"
驻外英语翻译（常驻日本）,1.8-2.5万,建国门,1-3年,"一、岗位概述：外驻日本，负责总裁日常英语教学及海外考察期间随行翻译。
二、岗位职责：
1.负责总裁日常英语教学：根据总裁学习需求，开展商务口语、专业词汇、跨文化沟通等教学；
2.承担总裁海外考察期间的随行翻译与事务协调职责；
3.高效落实总裁交办的各项工作。
三、任职要求
1.年龄35岁以下，国内外知名院校英语或翻译相关专业本科以上学历，具备英语专八、CATTI二级或同等资质；
2.至少1年及以上相关岗位工作经验，拥有高管随行翻译、教学实践或海外工作经历者优先；
3.英语口语流利，具备多场景即时翻译能力；
4.基础日语沟通技能（日常交流水平及以上）；
5.具有优秀的沟通协调能力，积极主动，服从安排，能承受一定的工作压力，可适应外驻日本（驻点＞3个月）。","工作地点
北京朝阳区建国门外大街22号赛特大厦22层
查看地图"
英语翻译,6000-10000元,1-3年,大专,主要工作：口语交流与文件翻译（管吃住） 1.大专以上本科优先。 2.专业四级以上、雅思6.0以上或等同等英语水平以上， 3.口语流利、发音标准，具备中英双语表达能力，留学2年以上经验优先。  4.1-3年翻译经验优先。 5.熟悉商务、会议等场景礼仪规范。 6.翻译资格证书优先。 7.团队协作、虚心上进、热爱学习。,"工作地点
北京市北京市丰台区太平桥路17号北京国丹医院
查看地图"
英语翻译,1-1.5万,经验不限,本科,"岗位职责：

1、负责英语、中文稿件的笔译、口译工作，熟悉采矿业相关的专业术语及词汇，完成翻译后的校对工作；
2、配合主管开展相关工作，完成陪同翻译、会展翻译、会议交传、同声传译；
3、负责归纳和整理相关翻译内容，熟练使用办公软件完成译文的排版工作；
4、负责公司日常行政及政府审批手续等相关工作
5、积极履行个人工作职责并按时完成领导交办的其他任务。
任职资格：
1、本科及以上学历，精通英文及中文；
2、有驾驶证
3、热爱翻译工作，翻译准确，行文规范、流畅；
4、学习能力、沟通能力强，具备团队协作意识；
5、接受驻外，能够理解文化差异，具备跨文化交际能力；
6、有强烈的责任心和良好的职业素养，作风严谨。
工作地点：坦桑尼亚
包吃包住","工作地点
长沙开福区北辰时代广场A1座八楼801-802
查看地图"
英语翻译,4000-5000元,经验不限,大专,"岗位职责：
1.主要负责国际流程文件的翻译工作
2.配合国际业务部进行文件的整理，以及资质的审核工作
任职要求：
1.大专以上学历，英语相关专业
2.英语四级六级，专业四级或专业八级
工作时间：8：00-12：00 13：30-17：30
福 利：五险+双休+带薪旅游+节日礼金+带薪年假+带���法定假日+年终分红+生日福利
职位亮点：舒适的办公环境-完善的员工福利体系-多元的企业文化-纵向发展的市场价值-横向发展的内部晋升机会
路线：市内乘26、60、67、19、38、68路交通大厦站或乘23、11、313路交通局站下车即可
人事部：鸿悦国际大厦26楼2605人事部

职位福利：五险一金、年底双薪、绩效奖金、年终分红、带薪年假、补充医疗保险、员工旅游、节日福利","工作地点
竞秀区保定朝阳南大街中诚鸿悦国际大厦2605室（市交通局对面）
查看地图"
商务英语翻译,1-1.5万,3-5年,本科,"岗位内容：
1. 负责公司所有英语资料的翻译工作，如邮件、文档、合同、技术说明等。
2. 协助相关部门进行与国外客户的英语邮件沟通。
3. 参与英语会议、谈判的口译和笔译工作。
任职要求：
1. 熟练掌握英语听说读写能力，具备良好的英语表达能力和翻译能力。
2. 能承受较大的工作压力，具备一定的英语翻译经验，熟悉使用常用办公软件和翻译工具。
3. 具备优秀的团队协作能力和沟通能力，思维敏捷，逻辑清晰。
机械设备从业经验优先","工作地点
哈尔滨双城区周家工业园区
查看地图"
英语翻译（驻非洲）,1.4-2万,经验不限,本科,语言类岗位 培养方式：翻译+人力资源/行政管理/财务会计  岗位职责：  1.翻译+人力资源  （1）负责项目执行中合同、技术文件、来往信函等相关笔译工作；  （2）负责项目执行中与各相关方沟通的现场翻译工作；  （3）人力资源规划、招聘与配置、培训与开发、劳动关系管理模块的管理；  2.翻译+行政管理  （1）负责项目执行中合同、技术文件、来往信函等相关笔译工作；  （2）负责项目执行中与各相关方沟通的现场翻译工作；  （3）协助做好对外联络、公关活动，与公司外界有关部门和机构保持良好的公共关系；  （4）负责后期库房管理工作，并做好相关把控；  （5）负责员工宿舍、员工餐厅、车辆等管理、后勤保障、外出考察、员工培训等工作，并做好费用分析与成本控制；  3.翻译+财务会计  （1）负责项目执行中合同、技术文件、来往信函等相关笔译工作；  （2）负责项目执行中与各相关方沟通的现场翻译工作；  （3）现金收付管理 、银行业务、支票管理、 成本核算；  （4）各项费用审核与报销、增值税专用发票开具；  （5）各项会计核算工作、合同审核与归档保管、  （6）协助内外审计工作。,"工作地点
西安长安区神舟四路
查看地图"
英语翻译兼行政,6000-8000元,3-5年,本科,职位描述：  1、负责公司文件、合同等相关文件的翻译工作；  2、负责会议现场的翻译及会议记录；  3、协助总经理或公司其他部门人员与客户的沟通交流；  4、所有日常行政事务的执行，如环境空间管理、会议支持、物业对接等后勤支持；  5、考勤统计与数据收集；  6、公司资产管理，如办公物资申请与发放、固资与非固资的日常管理（含锦渝行政库房管理）；  7、接待服务，如协助客户接待、酒店预订、公司领导层的差旅服务等，以及费用报销；  8、办公费用的报销，包括并不限电信、租金、物业、水电等费用报销；  9、接收总经理安排的各类事务性工作及专项工作；  10、其他临时事项工作。    任职要求：  1、大学本科及以上学历，英语专业，三年以上翻译或行政相关工作经验优先；  2、口语表达良好，能进行流畅的商务沟通；  3、工作细心，责任心强，具备良好的服务意识；  4、具有较强的沟通、协调、组织能力以及团队精神。,"工作地点
重庆江北区科技金融中心-一期A3栋6楼
查看地图"
英语翻译,8000-16000元,1-3年,本科,岗位内容：1. 翻译公司日常工作中的英语资料，如邮件、PPT、报告等，确保翻译准确无误。2. 负责施工图纸的翻译工作，保证翻译质量。  3. 负责境外展会的现场翻译工作。     4. 负责境外工程项目实施中的日常英语翻译工作。      任职要求：   1. 英语专业本科及以上学历，熟练掌握英语听说读写能力。   2. 工作认真负责，自我要求严格，有良好的沟通能力和团队协作意识。     3. 能出国出差。,"工作地点
西城区北京音乐厅对面北新华街6号
查看地图"
涉外英语翻译（千代福公司）,5000-7000元,朝阳门,无经验,"--------------------------------------岗位职责--------------------------------------
1.公司相关文件翻译和审校工作；
2.公司涉外谈判口译及笔译整理，与海外合作方进行沟通；
3.公司海外项目运营管理。
--------------------------------------岗位要求--------------------------------------
1.政治可靠，诚实守信，有责任心和团队协作精神，无违法违纪行为，符合政审要求，京内生源优先；
2.英语专业应届本科及以上学历，通过大学英语专业八级考试或CATTI笔译二级及以上证书，能独立且熟练使用英语进行工作。
3.具备较强中英文写作功底，掌握较丰富的翻译理论和翻译技巧；
4.有较高的职业素养和良好的沟通表达能力，能够适应海外出差；
5.有涉外项目管理经验和相关知识者优先；
--------------------------------------薪酬待遇--------------------------------------
资税前5500-7000元，可申请中心集体宿舍，提供五险一金，带薪年休假、体检、有外派出国和海外出差机会。入职与北京千代福信息技术有限公司签订劳动合同。
--------------------------------------特别管理约定--------------------------------------
接受加班，遵守各项保密制度。","工作地点
北京东城区银河SOHOC座
查看地图"
英语翻译,5000-10000元,1-3年,大专,"1、能用英语进行日常邮件沟通，推进项目的进行；
2、生产情况的跟踪，问题点的改善；
3、关于项目资料的制作；
4、英语翻译，包括书面翻译和口语翻译。主要负责对应美国/欧洲项目客户，包含电话会议的主持沟通记录，现场设备维护人员的交流沟通，书面资料的翻译等与英语相关的工作；
5、认真完成领导交代的其他工作任务。
技能要求：
对工业自动化行业有一定了解，有机械、电气相关行业的翻译工作经验者优先。","工作地点
新吴区无锡格林司通自动化设备有限公司总部群兴路83号
查看地图"
技术部-英语翻译,6000-8000元,经验不限,本科,"岗位职责：
一、沟通翻译

1、在技术团队与外部合作伙伴、客户的沟通交流中，提供口译服务，确保信息准确传达。

2、协助技术人员参加国外视频会议、研讨会、方案评审等，进行现场翻译。



二、文档翻译

1、负责技术文档、说明书、操作手册等的准确翻译，确保译文符合行业规范和技术要求。

2、对技术术语进行准确翻译和统一，建立并维护技术术语库。



二、项目支持/质量把控

1、参与技术项目的国际化进程，为项目提供翻译支持，确保项目顺利推进。

2、对自己的翻译成果进行严格的质量检查，确保译文的准确性、流畅性和专业性。

3、协助机械设计师进行产品设计工作，包括绘制二维图纸和三维模型。



三、领导交待的其它工作。



任职要求：

1、本科及以上学历，机械及自动化相关专业优先，接受应届毕业生；

2、英语六级以上，听说读写流利，可以阅读和理解相关技术文档。

3、较强的学习能力、沟通协调能力，有责任心，吃苦耐劳，对非标自动化行业感兴趣；

4、工作认真负责，具有团队协作意识，适应加班。","工作地点
金州区大连河野智能装备有限公司开发区铁山西路8号
查看地图"
